rainfall_1h,rainfall_3h,rainfall_24h,humidity,temperature,wind_speed,month,is_rainy_season,elevation_m,distance_to_river_km,soil_type_encoded,rain_intensity,rain_persistence,saturation_index,drainage_score,heat_humidity,city_risk,label
0.0,0.0,0.0,73.79,28.29,23.05,11,0,471.372,0.1384,1,0.0,0.0,0.7379,0.75,20.877,0.6,waspada
14.717,29.608,105.04,41.89,24.81,15.66,1,0,733.755,0.67,1,14.717,9.8693,0.4189,0.35,10.392,0.35,waspada
0.0,0.0,0.0,95.97,29.12,18.27,10,0,626.754,0.6113,1,0.0,0.0,0.9597,0.55,27.949,0.2,waspada
0.0,0.0,0.0,83.53,26.23,26.56,9,1,570.758,0.3577,2,0.0,0.0,0.8353,1.0,21.91,0.4,waspada
0.0,0.0,0.0,80.4,36.68,12.33,2,0,613.758,0.5111,2,0.0,0.0,0.804,0.75,29.489,0.15,waspada
65.327,140.845,460.078,60.17,28.14,24.97,2,0,289.876,0.1568,2,65.327,46.9482,0.6017,1.0,16.931,0.5,siaga
2.312,4.694,10.497,88.94,9.72,20.23,5,0,671.435,0.2598,3,2.312,1.5646,0.8894,0.75,8.648,0.8,waspada
0.0,0.0,0.0,93.0,34.74,1.49,8,1,289.473,0.0597,2,0.0,0.0,0.93,0.75,32.303,0.2,waspada
4.506,6.944,19.775,41.72,3.74,28.68,8,1,717.135,0.6431,3,4.506,2.3148,0.4172,1.0,1.562,0.9,aman
0.0,0.0,0.0,53.98,14.72,28.71,8,1,388.39,0.7945,1,0.0,0.0,0.5398,0.55,7.947,0.15,waspada
0.0,0.0,0.0,72.84,12.65,19.91,3,0,774.045,1.1016,1,0.0,0.0,0.7284,0.75,9.218,0.45,waspada
0.0,0.0,0.0,55.91,6.11,0.74,8,1,174.58,0.6478,2,0.0,0.0,0.5591,0.85,3.417,0.75,waspada
0.0,0.0,0.0,72.38,3.43,20.61,9,1,597.863,0.6222,1,0.0,0.0,0.7238,0.85,2.486,0.1,waspada
12.441,24.705,60.487,65.73,32.69,29.96,4,0,701.533,1.769,0,12.441,8.2349,0.6573,0.15,21.486,0.6,siaga
0.0,0.0,0.0,61.41,13.92,28.54,9,1,921.048,0.9625,0,0.0,0.0,0.6141,0.75,8.548,0.5,waspada
0.0,0.0,0.0,50.95,23.37,7.84,11,0,645.51,0.7847,2,0.0,0.0,0.5095,0.75,11.909,0.65,aman
0.0,0.0,0.0,32.15,37.18,22.26,8,1,888.132,1.2411,1,0.0,0.0,0.3215,0.85,11.951,0.75,aman
3.217,9.221,21.932,46.29,4.72,0.76,11,0,427.647,0.694,1,3.217,3.0736,0.4629,0.75,2.185,0.7,aman
144.085,250.047,504.834,62.62,18.72,4.14,11,0,1094.049,2.0502,2,144.085,83.3489,0.6262,0.55,11.722,0.8,siaga
0.0,0.0,0.0,39.84,4.71,24.94,1,0,441.564,0.1919,2,0.0,0.0,0.3984,0.75,1.878,0.15,aman
132.319,257.822,467.684,34.68,16.15,11.7,4,0,761.88,0.8865,1,132.319,85.9408,0.3468,0.75,5.601,0.25,waspada
4.843,11.472,56.041,60.27,4.54,13.88,3,0,494.932,0.3551,3,4.843,3.824,0.6027,0.15,2.738,0.25,waspada
0.0,0.0,0.0,32.35,13.84,12.04,5,0,1015.677,1.3082,3,0.0,0.0,0.3235,1.0,4.478,0.45,aman
33.766,78.125,170.912,33.27,35.46,14.19,10,0,508.95,1.2093,2,33.766,26.0418,0.3327,0.85,11.798,0.1,waspada
16.297,26.23,55.083,43.23,2.22,14.62,12,0,537.781,1.0735,2,16.297,8.7434,0.4323,0.55,0.958,0.6,waspada
11.553,27.038,77.599,59.29,9.5,25.32,10,0,540.951,0.2258,1,11.553,9.0128,0.5929,0.75,5.633,0.3,waspada
0.0,0.0,0.0,52.98,34.53,4.2,12,0,898.919,0.134,2,0.0,0.0,0.5298,0.75,18.295,0.85,waspada
0.0,0.0,0.0,33.07,13.07,4.01,3,0,669.807,0.2307,2,0.0,0.0,0.3307,0.55,4.323,0.2,aman
2.101,4.509,17.001,39.22,11.44,1.46,8,1,319.833,1.4711,0,2.101,1.5031,0.3922,0.55,4.487,0.4,aman
0.0,0.0,0.0,46.38,13.32,22.09,5,0,403.763,0.6156,3,0.0,0.0,0.4638,0.85,6.18,0.4,aman
29.984,61.587,129.564,62.82,24.76,23.76,2,0,546.828,1.1184,3,29.984,20.5291,0.6282,0.35,15.555,0.75,siaga
2.91,8.323,18.727,68.02,19.91,11.31,8,1,848.466,1.093,1,2.91,2.7744,0.6802,0.55,13.542,0.7,waspada
5.778,15.369,35.43,74.1,11.68,24.02,4,0,595.398,0.6383,1,5.778,5.1229,0.741,0.75,8.655,0.5,waspada
2.294,6.591,22.05,80.62,35.18,9.95,1,0,1053.554,0.238,2,2.294,2.1971,0.8062,0.75,28.365,0.85,waspada
0.0,0.0,0.0,92.24,25.87,4.67,1,0,1066.052,1.111,3,0.0,0.0,0.9224,0.85,23.864,0.5,waspada
0.0,0.0,0.0,71.85,3.9,31.31,5,0,884.527,2.1096,2,0.0,0.0,0.7185,0.55,2.801,0.75,waspada
7.607,14.918,32.343,59.83,22.52,11.51,8,1,305.077,0.5254,2,7.607,4.9725,0.5983,0.85,13.47,0.7,waspada
2.83,6.673,19.483,39.39,19.85,19.46,1,0,656.337,1.3199,0,2.83,2.2244,0.3939,0.55,7.819,0.7,waspada
3.965,11.441,41.294,38.67,9.49,33.7,10,0,750.514,0.7015,0,3.965,3.8135,0.3867,0.75,3.67,0.15,aman
0.0,0.0,0.0,58.5,17.92,31.66,10,0,451.186,0.3117,2,0.0,0.0,0.585,0.85,10.483,0.35,waspada
0.0,0.0,0.0,36.43,31.15,21.45,1,0,726.62,1.4897,1,0.0,0.0,0.3643,0.85,11.349,0.1,aman
0.0,0.0,0.0,93.31,36.07,9.84,9,1,309.142,0.2891,2,0.0,0.0,0.9331,0.15,33.661,0.35,siaga
0.0,0.0,0.0,87.41,13.01,23.94,7,1,346.848,0.05,1,0.0,0.0,0.8741,0.35,11.368,0.15,waspada
0.945,2.597,6.426,90.75,6.93,1.42,1,0,883.194,2.0184,3,0.945,0.8656,0.9075,0.55,6.29,0.15,waspada
11.159,20.541,67.74,97.76,23.15,2.15,12,0,412.834,1.2391,1,11.159,6.8469,0.9776,0.75,22.631,0.9,waspada
0.0,0.0,0.0,82.75,26.16,24.57,4,0,846.097,1.6884,0,0.0,0.0,0.8275,0.35,21.648,0.85,waspada
45.983,93.445,287.428,48.42,27.22,22.46,8,1,559.176,0.6396,1,45.983,31.1482,0.4842,0.85,13.179,0.45,waspada
22.124,49.848,148.488,78.41,17.44,14.14,11,0,575.198,0.6375,2,22.124,16.616,0.7841,0.55,13.679,0.5,siaga
57.092,102.445,327.333,73.38,19.16,3.29,8,1,971.574,1.2172,2,57.092,34.1482,0.7338,0.85,14.056,0.9,siaga
0.0,0.0,0.0,87.25,20.45,22.66,5,0,728.858,0.6155,1,0.0,0.0,0.8725,1.0,17.846,0.5,waspada
22.498,52.568,112.75,65.68,23.21,10.51,10,0,858.924,2.0642,1,22.498,17.5228,0.6568,0.85,15.246,0.55,waspada
3.738,5.728,22.729,49.22,26.09,28.85,9,1,104.984,0.8748,0,3.738,1.9095,0.4922,0.85,12.839,0.3,waspada
61.486,150.425,507.819,86.44,16.12,26.63,12,0,325.368,0.05,1,61.486,50.1418,0.8644,0.55,13.935,0.35,siaga
0.0,0.0,0.0,54.76,34.68,20.12,11,0,555.342,0.5162,3,0.0,0.0,0.5476,0.75,18.994,0.1,aman
2.804,5.795,16.346,85.79,22.34,19.51,8,1,539.196,1.9322,0,2.804,1.9315,0.8579,0.15,19.161,0.35,siaga
0.0,0.0,0.0,92.45,4.26,2.1,9,1,235.183,0.3185,2,0.0,0.0,0.9245,0.85,3.941,0.6,waspada
22.112,50.791,135.767,59.53,35.76,19.01,2,0,769.962,1.2219,0,22.112,16.9304,0.5953,0.55,21.288,0.55,siaga
0.0,0.0,0.0,38.64,33.66,5.77,10,0,790.931,0.8436,1,0.0,0.0,0.3864,1.0,13.006,0.75,aman
63.339,108.563,240.271,77.74,26.84,11.44,3,0,769.807,0.685,2,63.339,36.1876,0.7774,0.15,20.864,0.25,awas
21.387,48.923,129.851,97.96,31.07,9.84,4,0,499.858,1.6391,0,21.387,16.3076,0.9796,0.35,30.434,0.4,siaga
107.305,190.868,414.031,97.13,15.73,25.39,3,0,837.135,0.7828,3,107.305,63.6228,0.9713,1.0,15.277,0.7,siaga
3.9,6.32,26.577,83.41,10.93,4.27,1,0,941.676,0.8696,1,3.9,2.1065,0.8341,0.75,9.117,0.55,waspada
76.556,185.24,380.531,80.25,37.76,21.77,11,0,715.153,1.161,0,76.556,61.7466,0.8025,0.15,30.301,0.85,awas
0.0,0.0,0.0,33.77,23.68,33.6,12,0,374.057,0.5493,0,0.0,0.0,0.3377,0.75,7.996,0.4,aman
27.35,62.735,212.525,87.44,5.95,34.73,8,1,299.406,1.9297,0,27.35,20.9116,0.8744,0.35,5.203,0.75,siaga
0.0,0.0,0.0,50.8,29.7,15.95,12,0,886.318,0.788,3,0.0,0.0,0.508,0.85,15.087,0.45,aman
1.467,4.302,11.375,80.84,24.03,16.59,6,1,595.45,0.5364,2,1.467,1.434,0.8084,0.55,19.427,0.8,waspada
0.0,0.0,0.0,39.19,31.49,0.95,2,0,513.704,0.7183,1,0.0,0.0,0.3919,0.55,12.34,0.25,aman
0.0,0.0,0.0,82.58,16.11,33.6,3,0,458.819,0.6673,3,0.0,0.0,0.8258,0.75,13.303,0.65,waspada
7.824,23.118,60.672,71.15,17.47,21.61,6,1,593.437,0.2984,2,7.824,7.706,0.7115,0.85,12.432,0.55,waspada
0.0,0.0,0.0,76.19,2.4,30.29,4,0,382.42,1.1877,0,0.0,0.0,0.7619,0.75,1.832,0.35,waspada
0.0,0.0,0.0,59.38,20.68,0.84,8,1,40.901,0.4607,2,0.0,0.0,0.5938,0.75,12.281,0.55,waspada
0.0,0.0,0.0,64.99,33.2,32.2,2,0,863.659,0.7102,2,0.0,0.0,0.6499,0.85,21.575,0.7,waspada
2.012,4.513,10.089,93.55,3.25,0.29,6,1,857.714,1.2936,2,2.012,1.5045,0.9355,0.55,3.044,0.45,waspada
4.458,11.878,35.933,85.07,22.28,15.48,10,0,0.0,1.5853,1,4.458,3.9595,0.8507,1.0,18.954,0.15,waspada
10.904,21.789,48.17,32.4,13.6,20.13,11,0,84.37,1.2207,1,10.904,7.2629,0.324,0.85,4.406,0.35,waspada
5.902,9.442,26.724,65.84,21.42,27.8,12,0,605.633,0.7529,0,5.902,3.1474,0.6584,0.75,14.107,0.75,waspada
0.0,0.0,0.0,37.98,33.09,17.61,6,1,693.445,0.7349,1,0.0,0.0,0.3798,0.85,12.571,0.65,aman
3.126,5.707,28.284,77.62,3.89,1.33,11,0,659.247,0.0873,2,3.126,1.9024,0.7762,0.75,3.023,0.6,waspada
2.146,5.907,17.834,91.81,11.86,11.31,1,0,723.374,1.2232,2,2.146,1.9691,0.9181,0.15,10.892,0.45,siaga
3.258,4.895,17.732,83.99,13.49,14.48,3,0,1122.575,0.9459,2,3.258,1.6318,0.8399,0.85,11.327,0.35,waspada
0.0,0.0,0.0,94.65,18.06,18.08,8,1,957.534,0.2325,2,0.0,0.0,0.9465,0.85,17.093,0.6,waspada
20.668,33.821,102.093,66.26,36.83,17.34,6,1,556.177,0.0776,2,20.668,11.2737,0.6626,0.75,24.407,0.85,waspada
5.843,10.446,23.035,91.87,36.45,34.46,6,1,579.396,0.05,2,5.843,3.482,0.9187,0.75,33.49,0.25,waspada
37.204,76.213,254.464,91.25,33.53,22.55,8,1,73.159,0.05,1,37.204,25.4044,0.9125,0.75,30.6,0.8,awas
10.335,15.757,55.545,41.11,31.19,25.71,2,0,411.845,0.896,0,10.335,5.2524,0.4111,0.55,12.823,0.15,waspada
0.0,0.0,0.0,67.65,8.15,26.72,11,0,813.892,0.9033,0,0.0,0.0,0.6765,0.55,5.512,0.2,waspada
0.0,0.0,0.0,83.92,2.83,25.46,6,1,477.965,0.05,0,0.0,0.0,0.8392,1.0,2.377,0.55,aman
0.0,0.0,0.0,50.68,28.23,24.6,4,0,409.423,1.438,3,0.0,0.0,0.5068,0.75,14.306,0.8,waspada
143.313,276.651,616.199,68.34,14.38,30.09,12,0,471.733,0.0993,2,143.313,92.2171,0.6834,0.85,9.826,0.3,siaga
2.369,5.452,11.35,72.55,11.36,16.41,2,0,1062.517,1.4864,2,2.369,1.8175,0.7255,0.75,8.241,0.7,waspada
0.0,0.0,0.0,60.66,5.38,5.89,6,1,662.818,0.7356,1,0.0,0.0,0.6066,0.75,3.265,0.55,waspada
7.399,18.825,49.273,33.46,29.91,23.06,9,1,780.447,0.5151,0,7.399,6.275,0.3346,0.15,10.007,0.4,waspada
0.0,0.0,0.0,94.64,6.3,26.51,10,0,359.339,0.05,1,0.0,0.0,0.9464,0.15,5.958,0.2,siaga
0.0,0.0,0.0,81.68,36.39,19.46,6,1,829.432,1.029,3,0.0,0.0,0.8168,0.85,29.725,0.6,waspada
59.344,142.453,311.156,71.35,7.18,1.27,3,0,916.15,1.2865,3,59.344,47.4844,0.7135,0.85,5.121,0.75,siaga
14.045,22.567,70.41,53.77,12.85,14.3,11,0,605.453,1.6559,1,14.045,7.5223,0.5377,0.55,6.908,0.65,waspada
6.791,18.215,39.456,80.54,35.42,10.52,9,1,691.126,0.05,2,6.791,6.0717,0.8054,0.85,28.531,0.65,waspada
0.0,0.0,0.0,80.56,2.8,1.31,11,0,827.507,1.4021,0,0.0,0.0,0.8056,0.55,2.253,0.8,waspada
0.0,0.0,0.0,49.16,13.79,2.88,5,0,148.042,0.8581,2,0.0,0.0,0.4916,0.75,6.778,0.25,waspada
0.0,0.0,0.0,38.39,24.45,25.17,6,1,788.942,0.7885,1,0.0,0.0,0.3839,0.85,9.388,0.1,aman
4.835,8.25,38.397,72.45,28.79,29.43,2,0,906.09,0.7095,0,4.835,2.7501,0.7245,0.55,20.86,0.8,waspada
1.523,3.449,13.711,37.61,28.58,16.31,8,1,450.018,1.2338,1,1.523,1.1496,0.3761,1.0,10.75,0.35,aman
19.39,43.258,92.931,79.94,13.62,11.48,3,0,609.255,0.05,2,19.39,14.4192,0.7994,0.85,10.89,0.8,waspada
9.437,21.986,45.625,78.93,34.62,2.96,9,1,757.153,0.5233,1,9.437,7.3288,0.7893,0.75,27.328,0.6,waspada
50.384,116.362,349.977,43.46,36.07,1.31,4,0,505.962,0.05,1,50.384,38.7872,0.4346,0.55,15.677,0.5,siaga
15.633,34.208,94.958,85.35,4.32,3.2,7,1,826.427,0.05,1,15.633,11.4028,0.8535,0.75,3.686,0.2,waspada
2.114,5.056,19.282,41.96,31.06,33.77,12,0,572.652,0.9672,3,2.114,1.6853,0.4196,0.35,13.033,0.9,waspada
0.0,0.0,0.0,40.24,25.98,19.81,10,0,825.122,0.5037,0,0.0,0.0,0.4024,0.85,10.455,0.45,aman
0.0,0.0,0.0,93.47,28.33,8.99,1,0,915.848,0.5509,1,0.0,0.0,0.9347,0.35,26.485,0.65,waspada
70.061,146.811,386.429,56.36,21.08,18.57,6,1,667.665,0.4175,1,70.061,48.9371,0.5636,0.75,11.884,0.1,siaga
0.0,0.0,0.0,92.56,27.15,14.85,8,1,862.856,0.7374,0,0.0,0.0,0.9256,0.85,25.131,0.15,waspada
78.969,175.352,372.976,34.84,28.97,17.2,4,0,315.295,1.1671,0,78.969,58.4506,0.3484,0.75,10.095,0.9,siaga
3.701,7.406,23.604,67.26,23.62,25.01,9,1,722.404,1.2866,1,3.701,2.4688,0.6726,1.0,15.884,0.4,aman
0.0,0.0,0.0,53.13,11.66,21.87,5,0,683.42,0.1408,1,0.0,0.0,0.5313,0.35,6.193,0.5,waspada
7.764,20.157,52.084,93.03,15.13,23.42,6,1,708.594,0.4063,1,7.764,6.7189,0.9303,0.85,14.077,0.5,waspada
72.0,118.872,311.656,42.32,16.6,15.74,2,0,597.783,0.6202,2,72.0,39.6241,0.4232,0.55,7.023,0.5,siaga
0.0,0.0,0.0,45.28,33.96,28.25,12,0,615.384,1.2815,0,0.0,0.0,0.4528,0.75,15.378,0.6,aman
0.0,0.0,0.0,93.87,21.53,20.53,11,0,867.426,2.0638,1,0.0,0.0,0.9387,0.55,20.208,0.3,waspada
0.0,0.0,0.0,46.18,11.07,21.61,1,0,343.623,0.674,0,0.0,0.0,0.4618,1.0,5.111,0.2,aman
0.0,0.0,0.0,31.01,20.78,21.69,12,0,542.721,0.7154,0,0.0,0.0,0.3101,0.75,6.443,0.6,aman
0.0,0.0,0.0,92.83,16.53,0.81,7,1,561.27,0.89,3,0.0,0.0,0.9283,0.55,15.346,0.5,waspada
17.553,27.173,54.496,87.14,5.31,8.67,6,1,301.178,0.4891,2,17.553,9.0577,0.8714,0.35,4.627,0.45,siaga
5.853,14.516,56.639,37.07,6.2,20.69,7,1,531.11,0.6592,1,5.853,4.8387,0.3707,0.35,2.299,0.1,waspada
24.12,51.767,176.631,51.75,37.9,18.07,10,0,382.451,0.5332,0,24.12,17.2558,0.5175,0.85,19.617,0.9,waspada
1.722,3.906,19.208,39.66,3.57,16.35,2,0,358.988,0.7258,0,1.722,1.3021,0.3966,0.75,1.415,0.5,aman
6.888,14.431,46.474,33.09,29.91,27.2,11,0,335.089,1.541,0,6.888,4.8103,0.3309,0.75,9.898,0.7,aman
0.0,0.0,0.0,88.22,9.77,7.67,2,0,1023.451,0.2396,2,0.0,0.0,0.8822,0.35,8.616,0.3,waspada
0.0,0.0,0.0,32.83,2.84,19.28,7,1,338.988,2.1463,0,0.0,0.0,0.3283,0.75,0.931,0.9,aman
0.0,0.0,0.0,85.43,11.06,33.98,7,1,862.933,1.249,1,0.0,0.0,0.8543,0.75,9.445,0.9,waspada
0.0,0.0,0.0,30.16,36.37,8.32,11,0,436.691,0.7146,1,0.0,0.0,0.3016,0.75,10.972,0.5,aman
6.744,10.835,39.374,77.93,29.38,4.2,4,0,268.907,0.05,2,6.744,3.6116,0.7793,0.75,22.896,0.35,waspada
11.736,18.328,67.568,57.4,33.8,18.15,12,0,698.208,1.3156,2,11.736,6.1092,0.574,0.75,19.402,0.75,waspada
21.26,36.396,110.163,63.07,8.7,9.06,5,0,473.422,1.4515,1,21.26,12.132,0.6307,0.85,5.487,0.8,waspada
2.9,5.283,15.596,43.22,31.32,32.42,7,1,229.162,1.2382,1,2.9,1.7609,0.4322,0.75,13.535,0.3,waspada
0.963,1.626,8.033,86.0,15.71,5.17,8,1,996.728,0.4912,1,0.963,0.5419,0.86,0.85,13.512,0.2,waspada
59.223,121.589,332.142,54.2,4.71,9.09,6,1,548.041,0.05,0,59.223,40.5296,0.542,0.85,2.552,0.8,siaga
5.965,11.078,51.793,64.96,29.11,6.87,9,1,604.29,0.05,3,5.965,3.6928,0.6496,0.15,18.91,0.5,waspada
7.494,13.232,43.321,53.18,30.31,19.53,3,0,718.633,1.0111,2,7.494,4.4107,0.5318,0.55,16.121,0.15,waspada
22.589,51.042,143.807,86.88,21.77,2.22,9,1,782.886,2.3131,1,22.589,17.0139,0.8688,0.75,18.912,0.45,waspada
0.0,0.0,0.0,82.42,2.19,26.45,3,0,816.121,1.1647,1,0.0,0.0,0.8242,0.75,1.807,0.85,waspada
0.0,0.0,0.0,68.83,16.55,26.04,4,0,713.226,0.1374,1,0.0,0.0,0.6883,0.85,11.394,0.15,waspada
19.08,42.321,154.778,73.03,24.46,15.29,8,1,917.621,1.2904,0,19.08,14.1069,0.7303,0.55,17.866,0.45,waspada
139.32,213.885,508.169,33.77,3.63,26.87,10,0,235.241,0.1328,2,139.32,71.2951,0.3377,0.75,1.226,0.1,siaga
0.0,0.0,0.0,58.96,20.11,18.59,3,0,821.222,1.1375,1,0.0,0.0,0.5896,0.75,11.857,0.45,waspada
0.0,0.0,0.0,89.07,28.68,26.5,6,1,359.58,0.9507,2,0.0,0.0,0.8907,0.55,25.545,0.5,waspada
100.796,189.183,308.745,53.38,20.05,9.23,9,1,947.648,1.0066,1,100.796,63.0611,0.5338,0.35,10.701,0.7,siaga
0.0,0.0,0.0,33.14,5.79,32.58,1,0,992.143,1.065,3,0.0,0.0,0.3314,1.0,1.92,0.4,aman
0.757,2.19,7.187,86.42,29.91,1.1,8,1,623.437,0.814,1,0.757,0.7301,0.8642,0.55,25.844,0.2,waspada
0.0,0.0,0.0,83.31,4.9,2.4,12,0,492.705,1.355,3,0.0,0.0,0.8331,0.85,4.086,0.5,waspada
0.0,0.0,0.0,41.23,8.84,29.2,3,0,545.428,0.05,2,0.0,0.0,0.4123,0.15,3.647,0.25,waspada
103.228,157.866,266.388,41.19,13.11,27.56,11,0,318.928,0.3631,2,103.228,52.622,0.4119,0.85,5.4,0.35,siaga
19.723,39.219,127.279,56.78,24.76,9.13,12,0,576.515,1.3356,3,19.723,13.073,0.5678,0.55,14.057,0.7,waspada
0.0,0.0,0.0,45.0,16.29,1.64,2,0,449.217,1.032,1,0.0,0.0,0.45,0.85,7.329,0.9,aman
0.0,0.0,0.0,41.12,11.22,3.59,1,0,375.624,0.7771,0,0.0,0.0,0.4112,0.85,4.612,0.8,aman
0.0,0.0,0.0,48.33,37.55,30.28,6,1,530.796,1.2872,1,0.0,0.0,0.4833,0.75,18.15,0.85,aman
0.0,0.0,0.0,30.35,27.84,26.57,7,1,732.74,0.5662,2,0.0,0.0,0.3035,0.75,8.451,0.75,aman
0.0,0.0,0.0,57.64,14.3,23.2,10,0,502.192,1.6389,0,0.0,0.0,0.5764,0.85,8.241,0.7,aman
10.776,25.874,60.191,52.77,2.76,25.46,5,0,828.13,1.7249,2,10.776,8.6246,0.5277,0.75,1.455,0.85,waspada
50.962,82.759,285.374,95.32,29.56,13.75,12,0,641.563,1.3942,2,50.962,27.5863,0.9532,0.35,28.179,0.4,awas
2.353,3.624,14.021,80.93,23.53,33.93,8,1,282.239,0.3215,2,2.353,1.2081,0.8093,0.75,19.044,0.45,waspada
0.0,0.0,0.0,61.18,29.67,3.0,9,1,250.31,0.05,1,0.0,0.0,0.6118,0.75,18.152,0.25,waspada
17.236,35.938,99.988,85.3,14.05,6.25,7,1,490.083,1.7142,2,17.236,11.9792,0.853,0.55,11.984,0.9,siaga
0.0,0.0,0.0,93.13,34.07,16.14,10,0,748.525,0.05,3,0.0,0.0,0.9313,1.0,31.732,0.1,aman
0.0,0.0,0.0,36.86,11.28,12.88,10,0,750.599,0.5879,0,0.0,0.0,0.3686,0.55,4.159,0.5,aman
19.588,43.754,143.346,92.19,13.03,29.79,2,0,534.679,0.6106,1,19.588,14.5847,0.9219,0.75,12.016,0.65,siaga
5.571,12.143,57.895,69.59,18.81,26.21,3,0,755.956,0.5389,1,5.571,4.0476,0.6959,0.75,13.086,0.55,waspada
0.0,0.0,0.0,56.33,23.63,27.21,3,0,826.247,0.8893,2,0.0,0.0,0.5633,0.75,13.31,0.35,aman
5.994,11.44,28.364,55.11,35.38,30.73,11,0,248.923,0.3862,1,5.994,3.8135,0.5511,0.85,19.497,0.85,waspada
0.0,0.0,0.0,59.23,3.19,4.34,5,0,518.496,0.7983,0,0.0,0.0,0.5923,0.75,1.887,0.4,aman
0.0,0.0,0.0,77.54,18.38,33.01,1,0,995.075,1.6285,1,0.0,0.0,0.7754,0.15,14.254,0.25,waspada
53.164,110.963,358.129,43.28,4.16,3.69,6,1,623.497,0.7611,0,53.164,36.9878,0.4328,0.85,1.802,0.15,waspada
0.0,0.0,0.0,89.94,13.1,13.9,6,1,211.881,1.2398,2,0.0,0.0,0.8994,0.35,11.781,0.1,waspada
44.642,106.631,295.671,74.9,19.68,34.19,2,0,430.932,0.2127,2,44.642,35.5437,0.749,0.15,14.738,0.3,awas
0.0,0.0,0.0,84.09,23.03,9.9,9,1,460.815,1.5752,3,0.0,0.0,0.8409,0.75,19.365,0.25,waspada
5.012,9.899,38.093,68.89,34.32,3.66,8,1,403.406,0.666,2,5.012,3.2998,0.6889,0.75,23.645,0.85,waspada
1.881,5.583,14.305,47.26,28.27,3.0,1,0,765.399,1.1516,1,1.881,1.8612,0.4726,0.55,13.359,0.3,waspada
16.121,28.107,58.756,50.48,36.35,4.69,6,1,449.02,1.836,1,16.121,9.3689,0.5048,0.85,18.351,0.75,waspada
2.752,6.944,27.244,44.27,23.25,14.82,8,1,617.069,0.7247,2,2.752,2.3148,0.4427,0.35,10.292,0.9,waspada
7.324,14.889,58.01,45.67,25.3,23.36,10,0,409.432,0.8059,2,7.324,4.9629,0.4567,0.75,11.554,0.1,aman
0.0,0.0,0.0,71.12,34.76,7.84,6,1,460.358,0.6747,1,0.0,0.0,0.7112,0.75,24.717,0.85,waspada
0.0,0.0,0.0,36.83,2.59,34.15,8,1,930.32,1.4437,0,0.0,0.0,0.3683,0.35,0.954,0.45,waspada
0.0,0.0,0.0,34.02,19.33,21.07,8,1,620.006,0.7602,3,0.0,0.0,0.3402,0.55,6.576,0.6,waspada
0.0,0.0,0.0,55.85,37.37,17.79,11,0,547.402,1.6947,2,0.0,0.0,0.5585,0.55,20.875,0.7,waspada
0.0,0.0,0.0,72.5,3.58,20.23,10,0,630.839,0.05,1,0.0,0.0,0.725,0.75,2.596,0.25,waspada
13.352,27.052,100.965,83.14,6.05,31.29,11,0,1.058,0.5886,2,13.352,9.0174,0.8314,0.85,5.027,0.1,siaga
0.0,0.0,0.0,72.05,32.57,18.52,4,0,249.247,1.0205,2,0.0,0.0,0.7205,0.85,23.468,0.4,waspada
0.0,0.0,0.0,86.05,3.12,28.88,4,0,117.092,1.5649,1,0.0,0.0,0.8605,0.75,2.689,0.75,waspada
0.0,0.0,0.0,67.79,10.45,14.97,10,0,669.617,0.7732,2,0.0,0.0,0.6779,0.35,7.084,0.6,waspada
0.0,0.0,0.0,88.69,31.92,17.6,2,0,558.727,1.2247,0,0.0,0.0,0.8869,0.05,28.309,0.5,siaga
0.0,0.0,0.0,78.24,26.92,19.27,12,0,1056.386,0.9521,2,0.0,0.0,0.7824,0.75,21.058,0.7,waspada
0.0,0.0,0.0,68.65,33.19,26.17,11,0,213.081,0.5946,1,0.0,0.0,0.6865,0.35,22.785,0.45,waspada
0.0,0.0,0.0,89.81,16.99,19.96,6,1,590.017,0.6891,2,0.0,0.0,0.8981,0.35,15.255,0.25,waspada
0.0,0.0,0.0,94.31,28.0,5.84,2,0,569.04,0.7566,2,0.0,0.0,0.9431,0.85,26.409,0.7,waspada
0.0,0.0,0.0,82.3,34.43,31.72,8,1,497.067,0.6905,0,0.0,0.0,0.823,0.05,28.338,0.65,siaga
73.131,133.286,393.424,84.37,2.39,3.78,9,1,946.403,0.6809,3,73.131,44.4288,0.8437,0.15,2.013,0.45,awas
0.0,0.0,0.0,31.3,18.62,17.74,12,0,497.304,0.7866,1,0.0,0.0,0.313,0.75,5.829,0.1,aman
0.0,0.0,0.0,77.14,5.06,22.26,4,0,710.291,0.9475,2,0.0,0.0,0.7714,0.15,3.904,0.25,waspada
0.0,0.0,0.0,39.76,20.51,32.72,7,1,1003.303,1.1055,0,0.0,0.0,0.3976,0.35,8.155,0.75,waspada
0.0,0.0,0.0,57.05,3.68,8.87,11,0,487.71,0.4247,0,0.0,0.0,0.5705,0.75,2.1,0.8,waspada
0.0,0.0,0.0,32.74,14.3,3.29,2,0,434.178,0.4147,2,0.0,0.0,0.3274,0.55,4.682,0.4,aman
0.0,0.0,0.0,33.98,8.7,20.05,1,0,845.226,0.3038,0,0.0,0.0,0.3398,0.75,2.956,0.5,aman
6.565,11.302,41.537,78.41,31.47,17.83,10,0,939.011,0.7341,2,6.565,3.7674,0.7841,0.75,24.676,0.45,waspada
3.418,5.976,21.275,83.97,20.46,18.48,11,0,179.308,1.3014,2,3.418,1.992,0.8397,0.85,17.184,0.65,waspada
